RCtype,Par,ParFac,RC1,RC2,RC1fac,RC2fac,Group,Num,Item,Participant,Main,V1,V2,V3,V4,Matching,regionExp_response_1.rt,regionExp_response_2.rt,regionExp_response_3.rt,regionExp_response_4.rt,regionExp_response_5.rt,regionExp_response_6.rt,regionExp_response_7.rt,regionExp_response_8.rt,regionExp_response_9.rt,regionExp_response_10.rt,regionExp_response_11.rt,regionExp_response_12.rt,Q_Exp_response.keys,Q_Exp_response.rt,log_R1,log_R2,log_R3,log_R4,log_R5,log_R6,log_R7,log_R8,log_R9,log_R10,log_R11,log_R12,log_R34,log_R89,log_R8910,CORR,OO%COR,OS%COR,SO%COR,SS%COR,T%COR,OO-FP,OS-FP,SO-FP,SS-FP,T-FP,adj-OO,adj-OS,adj-SO,adj-SS,adj-%COR,adj-OO-FP,adj-OS-FP,adj-SO-FP,adj-SS-FP,adj-T-FP,dprimeOO,dprimeOS,dprimeSO,dprimeSS,dprimeT,dprimeSS-OS,dprimeOO-SO,dprimeSS-SO,dprimeOO-OS
OO,P,0.5,O,O,-0.5,-0.5,3,10,13,1,main,0,0,0,1,mismatch1,0.613409996,0.57585597,1.114959002,0.362077951,2.820379019,0.363358021,2.954833984,0.831901073,0.395128012,2.656714916,0.932047844,0.624950886,n,5.069619894,2.787750849,2.760313874,3.047258898,2.558802079,3.450307475,2.560334752,3.470533085,2.920071684,2.596737819,3.424344954,2.969438206,2.795845888,3.169391361,3.088854857,3.589250595,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,15,58,73,1,main,0,0,0,1,mismatch1,0.980687141,2.584690809,4.796684027,0.830274105,0.745044947,2.221092939,1.298348904,0.913933992,0.880769014,0.413756132,1.950942993,0.692643166,n,3.205307007,2.991530481,3.412408599,3.680941111,2.919221493,2.872182474,3.346566731,3.113391416,2.96091483,2.944862027,2.616744443,3.290244579,2.840509554,3.750273684,3.25399259,3.344089368,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,19,74,93,1,main,0,0,0,1,match,0.478778124,0.542727232,1.701591969,0.512804031,0.695016146,0.380290985,4.309892893,0.514011145,0.57940197,0.380452156,0.495270967,0.925651073,y,2.435475111,2.680134299,2.734581613,3.230855427,2.70995143,2.841994894,2.58011603,3.634466477,2.710972536,2.762979967,2.58030005,2.69484287,2.966447309,3.345255288,3.038784279,3.168457786,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,9,34,43,1,main,0,1,0,0,mismatch2,0.445212841,0.676917076,1.030798197,0.913341045,3.54321003,5.534960032,1.532984972,1.249245882,0.696331978,0.748672009,2.086581945,0.357069016,n,2.845476866,2.648567682,2.83053547,3.01317365,2.960632975,3.549396897,3.743114489,3.185537897,3.096647927,2.84281634,2.874291596,3.319435445,2.552752167,3.288727366,3.289048616,3.43043787,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,5,18,23,1,main,0,1,0,0,match,0.378484011,2.934299946,2.053858995,1.214747906,0.647549152,0.346653938,3.675467014,0.495605946,0.780469894,2.673278093,0.362658024,0.424073935,y,2.070109129,2.578047538,3.467504506,3.312570624,3.084486159,2.811272739,2.539896138,3.565312529,2.695136508,2.892356155,3.427044139,2.559497291,2.62744158,3.514362693,3.105876486,3.596526056,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,7,26,33,1,main,0,0,0,1,mismatch1,0.39551115,1.345861912,0.445824862,0.474081993,0.427809,0.413609982,2.151178122,1.197590113,0.546578884,0.316787004,0.4972229,0.373675823,n,2.050548077,2.597158731,3.129000503,2.649164284,2.67585346,2.631249917,2.616591011,3.332676372,3.078308202,2.73765285,2.500767357,2.696551122,2.572495,2.963743855,3.241588563,3.31406872,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,1,2,3,1,main,0,1,0,0,match,0.59631896,0.542454958,1.718680859,1.165023804,5.501032114,0.480085135,1.215141058,1.183353186,0.529434919,0.346466064,0.442553997,0.641164064,y,3.789952993,2.775478618,2.734363683,3.23519524,3.066334799,3.74044418,2.681318259,3.084626695,3.073114384,2.723812582,2.539660702,2.645966268,2.806969173,3.45995078,3.233703638,3.313709954,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,17,66,83,1,main,0,1,0,0,mismatch2,0.712972879,2.132847071,0.562289953,0.663450956,0.597074986,0.36382699,1.515761852,1.484742165,3.340522051,0.363391161,1.064728975,0.808652878,n,2.518949032,2.85307301,3.328959717,2.749960324,2.821808824,2.776028877,2.560894913,3.180630973,3.171651042,3.523814343,2.560374359,3.027239073,2.907762137,3.088398681,3.683521099,3.715054826,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,13,50,63,1,main,0,1,0,0,mismatch2,0.411618948,0.776540041,0.61439395,0.897521019,0.379613161,0.43027091,2.570564032,0.296036005,0.311936855,0.313086033,3.256814957,0.369068861,n,6.750067949,2.614495358,2.890163854,2.788446931,2.953044628,2.579341261,2.633741985,3.410028426,2.471344535,2.494066689,2.495663694,3.512793084,2.567107405,3.179527367,2.783884193,2.9642874,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,11,42,53,1,main,0,0,0,1,mismatch1,0.662537098,1.663239956,0.463162899,0.579148054,0.644633055,1.518462896,0.878947973,0.5137012,1.081194878,0.53105998,0.663841963,0.842661142,n,2.476214886,2.821210201,3.22095491,2.665733764,2.762789601,2.809312571,3.181404184,2.943963169,2.71071058,3.03390398,2.725143575,2.822064702,2.925652968,3.017997302,3.20273239,3.327554284,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,17,66,83,2,main,0,1,0,0,mismatch2,0.194192886,0.20844698,0.177775145,0.158717155,0.178683043,0.162807941,0.177375078,0.195919991,0.177815914,0.179261923,0.193858862,0.206685066,n,0.514705181,2.288233316,2.318995607,2.249871042,2.20062387,2.25208334,2.211675584,2.248892599,2.292078752,2.249970626,2.253488051,2.287485659,2.315309098,2.526975131,2.572564823,2.742723426,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,8,30,38,2,main,0,0,1,0,mismatch2,0.227817059,0.160582066,0.195271969,0.160951853,0.144090891,0.330039024,0.161110878,0.145120859,0.161111116,0.129230976,0.110527992,0.156718016,n,0.473816156,2.357586241,2.205697041,2.290639905,2.206695981,2.158636527,2.518565294,2.207124864,2.16172984,2.207125506,2.111366624,2.04347228,2.195118925,2.551722959,2.486050535,2.638951211,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,9,34,43,2,main,0,1,0,0,mismatch2,0.194447994,0.208139896,0.193800926,0.17783618,0.195867062,0.229312897,0.210411072,0.211206198,0.194272995,0.179195881,0.211679935,0.207010031,n,0.555115938,2.288803467,2.318355333,2.287355848,2.250020121,2.291961409,2.360428481,2.323068589,2.324706659,2.288412436,2.253328023,2.325679693,2.31599139,2.570119069,2.607968573,2.766914579,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,4,14,18,2,main,0,0,1,0,mismatch2,0.210675001,0.177122116,0.378968,0.277685881,0.177308083,0.379566193,0.194291115,0.194005013,0.160302877,0.179286003,0.161736012,0.13478303,n,0.44580102,2.323613005,2.248272792,2.57860254,2.443553799,2.248728534,2.579287524,2.288452941,2.287812952,2.204941317,2.253546385,2.20880673,2.129635215,2.817336515,2.549380824,2.72721085,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,13,50,63,2,main,0,1,0,0,mismatch2,0.193750143,0.141524076,0.112107038,0.19414115,0.128911018,0.145318985,0.143591166,0.144016981,0.127934217,0.162657022,0.127493143,0.172821999,n,0.114356995,2.287242032,2.150830328,2.049632878,2.288117598,2.110290038,2.162322356,2.157127722,2.158413703,2.106986715,2.211272817,2.105486828,2.237599024,2.486073528,2.434490976,2.638097936,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,1,2,3,2,main,0,1,0,0,match,0.294461966,0.175046921,0.244743109,0.277627945,0.564113855,0.396446943,0.528195143,0.596880913,0.679524899,0.396458864,0.329436064,0.390534163,y,1.395402908,2.469029207,2.243154476,2.388710473,2.443463178,2.751366766,2.598185073,2.722794403,2.775887691,2.832205375,2.598198132,2.51777114,2.591659031,2.717979103,3.105988773,3.223460811,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,5,18,23,2,main,0,1,0,0,match,0.210721016,0.358896017,0.162392855,0.19401288,0.161767006,0.162518024,0.177255869,0.177864075,0.177587986,0.379724026,0.441524029,0.406673908,y,0.208055019,2.323707852,2.554968639,2.210566917,2.287830563,2.208889948,2.210901533,2.248600624,2.250088238,2.249413582,2.579468077,2.644954344,2.609246309,2.551944684,2.550781037,2.866391372,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,16,62,78,2,main,0,0,1,0,mismatch1,0.495161057,0.912831068,1.229920864,0.36137104,0.378320932,0.329348087,0.294501066,0.463088989,0.361283064,0.346831083,0.327996969,0.340294123,y,0.048448086,2.694746481,2.960390413,3.089877169,2.557953346,2.577860371,2.517655145,2.469086871,2.665664455,2.557847603,2.540118012,2.51586983,2.531854449,3.201749853,2.91612326,3.068632227,0,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,20,78,98,2,main,0,0,1,0,mismatch1,0.411554098,0.176862001,0.194382906,0.311560869,0.170478106,0.195762873,0.160200119,0.16206789,0.177521944,0.162734032,0.143751144,0.172528982,y,0.066433907,2.61442693,2.247634534,2.28865807,2.493542906,2.231668612,2.29173033,2.204662834,2.209696978,2.249252045,2.211478385,2.15761131,2.23686206,2.704102257,2.530954681,2.700983812,0,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,12,46,58,2,main,0,0,1,0,mismatch2,0.194844961,0.194275856,0.177829027,0.159782171,0.143866062,0.162322044,0.127155066,0.327618837,0.160204172,0.161967993,0.178688049,0.138689041,y,0.649089813,2.289689179,2.288418831,2.250002652,2.203528318,2.157958356,2.210377503,2.104333668,2.515368864,2.204673822,2.209429201,2.252095507,2.142042145,2.528416843,2.688262281,2.812773693,0,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,13,50,63,3,main,0,1,0,0,mismatch2,0.628707886,0.392659903,1.081416845,0.529026985,0.680288076,1.149060011,0.495105982,2.434486866,0.528918982,0.446635008,3.086506128,2.330051899,n,2.27207303,2.798448908,2.594016555,3.03399313,2.723477825,2.832692859,3.060342711,2.694698174,3.386407436,2.723389153,2.649952761,3.489467144,3.367365595,3.206945582,3.471791134,3.532759582,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,20,78,98,3,main,0,0,1,0,mismatch1,0.393134117,0.294552088,0.59591794,2.250760078,0.745978117,0.429855108,0.529088974,3.272140026,0.645460129,0.647008896,1.046949148,0.574505091,y,2.633810997,2.594540734,2.469162106,2.77518646,3.352329203,2.872726088,2.633322092,2.723528711,3.51483188,2.80986942,2.810910252,3.019925588,2.759293882,3.454338348,3.593020108,3.659403587,0,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,16,62,78,3,main,0,0,1,0,mismatch1,0.328435183,0.595139027,0.996728897,0.645819902,4.741671085,0.413211107,0.545222044,2.904599905,0.445189953,1.215350151,1.582287073,0.790948153,n,2.814036846,2.516449674,2.774618431,2.998577049,2.810111424,3.675931425,2.616171987,2.736573407,3.463086319,2.648545355,3.084701419,3.19928528,2.898148016,3.215518281,3.525017563,3.659454102,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,9,34,43,3,main,0,1,0,0,mismatch2,0.461601019,0.625946999,0.461616039,0.545286894,0.396576881,0.413524866,1.866061926,1.3439641,0.512065887,0.897995949,1.96775198,0.523630857,n,4.956216097,2.664266759,2.796537562,2.66428089,2.73662506,2.598327393,2.61650163,3.270926052,3.128387668,2.709325845,2.953274378,3.293970358,2.719025231,3.002987606,3.268584989,3.439968026,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,17,66,83,3,main,0,1,0,0,mismatch2,0.746184111,0.542091131,0.511602879,0.361460924,0.379598856,0.309735775,0.544924021,1.616540194,0.595717907,1.231606007,0.813123941,0.724516153,n,2.74433589,2.872845997,2.734072302,2.70893298,2.558061354,2.579324895,2.49099137,2.736335953,3.208586507,2.775040655,3.090471798,2.910156748,2.860048072,2.941045983,3.344835794,3.537046006,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,1,2,3,3,main,0,1,0,0,match,1.882514954,0.609297991,0.980038166,0.745996952,1.01493597,0.43022418,0.511211157,0.396286964,0.445242167,0.463479042,2.904101849,0.524138927,y,1.70145607,3.274738435,2.784829746,2.991242989,2.872737053,3.006438644,2.633694816,2.708600324,2.598009786,2.648596288,2.666030101,3.463011843,2.719446415,3.237049628,2.925069154,3.115613232,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,4,14,18,3,main,0,0,1,0,mismatch2,0.377711058,1.598522902,0.797280073,2.969386101,0.34423089,0.363258839,0.361054182,1.280380011,1.493704081,0.630643845,2.703315973,0.658392906,n,1.549832821,2.5771597,3.203718863,2.90161091,3.472666671,2.53684984,2.560216191,2.55757238,3.107338885,3.174264568,2.799784161,3.431896811,2.818485143,3.575957132,3.443119622,3.532082414,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,5,18,23,3,main,0,1,0,0,match,0.377803087,0.892803192,0.47966814,0.444766045,0.74720788,0.563994884,0.377038956,1.029491186,0.512830019,0.463227034,0.762662172,0.606750011,y,3.199368,2.577265502,2.950755734,2.680940873,2.648131624,2.873441443,2.751275165,2.576386224,3.012622633,2.709973439,2.665793897,2.882332206,2.783009793,2.965875997,3.18817483,3.302233112,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,8,30,38,3,main,0,0,1,0,mismatch2,0.377857924,0.394980907,0.663785934,0.445104122,0.461517096,0.413529873,0.52805686,1.165146112,0.511783123,0.39597106,0.67948699,1.3429811,n,3.68799305,2.577328534,2.596576103,2.822028045,2.648461616,2.664187793,2.616506888,2.722680689,3.06638039,2.70908596,2.597663446,2.832181146,3.128069901,3.044888489,3.224514736,3.316578413,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,12,46,58,3,main,0,0,1,0,mismatch2,0.528252125,0.578399181,0.545031071,0.612022161,2.918845177,0.797620058,0.829241991,1.012634993,0.561993122,0.480215073,0.579864979,1.059013844,n,3.624469042,2.722841253,2.762227669,2.736421261,2.786767148,3.46521106,2.901796067,2.918681286,3.005452931,2.749731,2.681435788,2.76332688,3.024901637,3.06335334,3.197178002,3.312778685,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,4,14,18,4,main,0,0,1,0,mismatch2,0.680167913,0.561191082,0.664487839,0.880763054,0.596255064,0.480581999,1.684123993,0.579901218,0.694635868,2.103471994,0.531280994,0.474436045,n,3.216130018,2.83261614,2.749110761,2.822487037,2.944859089,2.775432081,2.6817675,3.226374063,2.763354021,2.841757205,3.322936734,2.72532428,2.676177677,3.188999003,3.105352477,3.528660813,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,12,46,58,4,main,0,0,1,0,mismatch2,0.579549789,0.728656054,0.662963152,0.562919855,0.427860022,0.346870184,0.378425121,1.68405509,1.165168047,0.363479137,0.530691862,0.456628084,n,4.569099903,2.763090752,2.862522578,2.821489391,2.750446567,2.631301709,2.540166971,2.577979958,3.226356294,3.066388566,2.560479488,2.724842428,2.659562618,3.088449025,3.454726462,3.506870481,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,8,30,38,4,main,0,0,1,0,mismatch2,0.412367105,0.426761866,0.547491789,0.411545992,0.478801966,0.363780022,0.495590925,0.580986977,0.444797039,1.786797047,0.614086866,0.33986783,n,2.091809988,2.615284014,2.630185605,2.73837761,2.614418377,2.680155925,2.560838845,2.695123345,2.764166398,2.648161887,3.252075226,2.788229809,2.531310059,2.981835716,3.011055928,3.449105048,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,16,62,78,4,main,0,0,1,0,mismatch1,0.362073898,0.46014905,0.595463037,0.545914173,0.596249819,1.618737936,0.478439093,0.530651093,0.529089928,2.204382181,0.311872959,0.306716919,n,3.343565941,2.558797218,2.66289853,2.774854808,2.73712437,2.77542826,3.209176545,2.679826658,2.724809063,2.723529494,3.343286892,2.493977721,2.486737733,3.057429197,3.025199746,3.513766543,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,18,70,88,4,main,1,0,0,0,match,0.462560177,0.497009993,0.680973053,0.462095022,0.49465394,0.380038977,0.661010027,0.612676859,0.495877981,1.970166922,0.528625011,0.357284069,y,2.309510946,2.665168241,2.696365121,2.833129927,2.66473129,2.694301473,2.57982814,2.820208047,2.787231477,2.695374824,3.294503023,2.723147707,2.553013652,3.058072095,3.044757182,3.488370442,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,14,54,68,4,main,1,0,0,0,match,0.461961031,0.647919893,0.580723047,0.41217804,0.510740995,1.116609097,0.728473902,0.714730978,0.395014048,2.555706978,0.645833969,0.390989065,y,1.745703936,2.664605342,2.811521314,2.763969062,2.61508485,2.708200718,3.047901162,2.862413998,2.854142606,2.596612541,3.407511059,2.810120884,2.592164611,2.996905986,3.045223207,3.564127537,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,2,6,8,4,main,1,0,0,0,match,0.462697029,0.965688944,0.729888916,1.232245207,1.933418989,0.631064892,0.794548035,0.74716115,0.763278961,1.433985949,0.459722042,0.323411942,y,1.89743495,2.665296711,2.984837259,2.863256769,3.090697138,3.28632598,2.80007402,2.900120158,2.873414282,2.882683292,3.156544896,2.662495327,2.509756052,3.292728691,3.17910351,3.469000653,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,6,22,28,4,main,1,0,0,0,match,0.730142117,0.37976408,0.445242882,0.345052958,0.293328047,0.396670103,0.661190033,1.601628065,0.445231915,1.016330004,0.37981391,0.490921974,y,3.795295,2.863407401,2.579513885,2.648596985,2.537885755,2.467353591,2.598429469,2.820326298,3.20456167,2.648586288,3.007034747,2.579570866,2.691012472,2.897789696,3.311088135,3.486173933,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,20,78,98,4,main,0,0,1,0,mismatch1,0.328118086,0.309700012,0.497349977,0.462059975,0.462793112,0.614155054,0.328577042,0.496719837,0.546270847,0.396834135,1.98520112,0.340425014,y,3.057715178,2.51603017,2.490941222,2.696662102,2.66469835,2.665386886,2.78827803,2.516637216,2.696111504,2.737408024,2.598609022,3.297804512,2.532021464,2.982004219,3.018280429,3.158309655,0,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,10,38,48,4,main,1,0,0,0,match,0.328200102,0.39231801,0.329439163,0.495675087,0.577877998,0.447535038,0.577404976,1.199699879,0.579535961,0.614595175,1.032866001,0.507776022,y,2.735368967,2.516138712,2.593638246,2.517775226,2.695197091,2.76183616,2.650827042,2.761480522,3.079072615,2.76308039,2.788589146,3.014043982,2.705672189,2.916514088,3.250233518,3.379093489,1,1,1,1,1,1,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.05,0.05,0.05,0.05,0.05,3.289707254,3.289707254,3.289707254,3.289707254,3.289707254,0,0,0,0
OO,P,0.5,O,O,-0.5,-0.5,2,6,8,5,main,1,0,0,0,match,0.512005091,1.130427837,0.762778997,0.813093185,0.593966007,0.56387496,1.397828102,1.414202929,1.331643105,0.580391884,0.764369011,2.931834221,y,9.109755039,2.709274279,3.053242844,2.882398726,2.910140321,2.773761591,2.751182809,3.145453767,3.150511732,3.124387845,2.763721331,2.883303072,3.46713941,3.197520989,3.438676182,3.52195331,1,0.7,0.5,0.6,0.9,0.675,0.3,0.5,0.4,0.1,0.325,0.7,0.5,0.6,0.9,0.675,0.3,0.5,0.4,0.1,0.325,1.048801025,0,0.506694206,2.563103131,0.90752438,2.563103131,0.542106819,2.056408925,1.048801025
OO,P,0.5,O,O,-0.5,-0.5,18,70,88,5,main,1,0,0,0,match,0.478192091,0.478614807,0.46310091,0.662813902,0.677845955,0.462219954,1.31417799,1.347772837,1.131079912,4.392311096,0.545367002,0.457038879,y,4.341633081,2.679602389,2.67998613,2.665675634,2.821391609,2.831131009,2.66484869,3.118654189,3.129616699,3.053493289,3.642693092,2.736688857,2.659953146,3.051505533,3.394250729,3.837030305,1,0.7,0.5,0.6,0.9,0.675,0.3,0.5,0.4,0.1,0.325,0.7,0.5,0.6,0.9,0.675,0.3,0.5,0.4,0.1,0.325,1.048801025,0,0.506694206,2.563103131,0.90752438,2.563103131,0.542106819,2.056408925,1.048801025
